date,pollster,unsure,fidesz,tisza,dk_mszp_p,mihazank,mkkp,momentum,url
2018-01-23,Medián,0.26,0.37,0.0,0.06,0.0,0.01,0.01,https://hvg.hu/itthon/20180131_Median_Elbizonytalanodott_a_tabora_kerdes_a_Fideszgyozelem_merteke
2018-01-23,Medián,0.13,0.46,0.0,0.08,0.0,0.0,0.01,https://hvg.hu/itthon/20180131_Median_Elbizonytalanodott_a_tabora_kerdes_a_Fideszgyozelem_merteke
2018-01-24,Századvég,0.29,0.35,0.0,0.05,0.0,0.0,0.0,https://szazadveg.hu/hu/kutatasok/az-alapitvany-kutatasai/piackutatas-kozvelemeny-kutatas/valtozatlan-fidesz-kdnp-foleny
2018-01-23,Tárki,0.26,0.46,0.0,0.05,0.0,0.0,0.01,http://www.tarki.hu/hu/news/2018/kitekint/20180129_valasztas.html
2018-01-16,Publicus,0.41,0.26,0.0,0.03,0.0,0.01,0.0,http://publicus.hu/blog/partok_tamogatottsaga_es_egyes_politikusok_nepszerusege_2018_januar/
2018-01-16,Publicus,0.23,0.35,0.0,0.03,0.0,0.01,0.0,http://publicus.hu/blog/partok_tamogatottsaga_es_egyes_politikusok_nepszerusege_2018_januar/
2018-01-21,Nézőpont,0.36,0.4,0.0,0.04,0.0,0.01,0.02,http://nezopontintezet.hu/analysis/2018_januar_partpreferencia_nezopont/
2018-01-15,ZRI,0.35,0.34,0.0,0.05,0.0,0.0,0.02,http://www.zaveczresearch.hu/alacsony-aktivitas-valtozatlan-eroviszonyok/
2018-01-09,Iránytű,0.29,0.33,0.0,0.05,0.0,0.01,0.03,https://mno.hu/belfold/iranytu-intezet-gyengult-a-fidesz-de-magasan-vezet-2443709
2025-01-22,Republikon,0.28,0.23,0.26,0.08,0.05,0.04,0.02,"https://republikon.hu/elemzesek,-kutatasok/250128_kvk_januar.aspx"
